name_0,name_1,id_0,id_1,mobilitychange,date
Ecuador,Azuay,ec,1,-.1549,2020-03-01
Ecuador,Azuay,ec,1,0,2020-03-02
Ecuador,Azuay,ec,1,.0548,2020-03-03
Ecuador,Azuay,ec,1,.039000001,2020-03-04
Ecuador,Azuay,ec,1,.0285,2020-03-05
Ecuador,Azuay,ec,1,.042800002,2020-03-06
Ecuador,Azuay,ec,1,-.0148,2020-03-07
Ecuador,Azuay,ec,1,-.119,2020-03-08
Ecuador,Azuay,ec,1,-.022700001,2020-03-09
Ecuador,Azuay,ec,1,.0068000001,2020-03-10
Ecuador,Azuay,ec,1,.018100001,2020-03-11
Ecuador,Azuay,ec,1,.051199999,2020-03-12
Ecuador,Azuay,ec,1,-.1318,2020-03-13
Ecuador,Azuay,ec,1,-.2008,2020-03-14
Ecuador,Azuay,ec,1,-.35139999,2020-03-15
Ecuador,Azuay,ec,1,-.2429,2020-03-16
Ecuador,Azuay,ec,1,-.3283,2020-03-17
Ecuador,Azuay,ec,1,-.48840001,2020-03-18
Ecuador,Azuay,ec,1,-.51609999,2020-03-19
Ecuador,Azuay,ec,1,-.54939997,2020-03-20
Ecuador,Azuay,ec,1,-.58890003,2020-03-21
Ecuador,Azuay,ec,1,-.57569999,2020-03-22
Ecuador,Azuay,ec,1,-.49990001,2020-03-23
Ecuador,Azuay,ec,1,-.4973,2020-03-24
Ecuador,Azuay,ec,1,-.51800001,2020-03-25
Ecuador,Azuay,ec,1,-.50099999,2020-03-26
Ecuador,Azuay,ec,1,-.52340001,2020-03-27
Ecuador,Azuay,ec,1,-.49290001,2020-03-28
Ecuador,Azuay,ec,1,-.52640003,2020-03-29
Ecuador,Azuay,ec,1,-.4874,2020-03-30
Ecuador,Azuay,ec,1,-.50959998,2020-03-31
Ecuador,Azuay,ec,1,-.4896,2020-04-01
Ecuador,Azuay,ec,1,-.53509998,2020-04-02
Ecuador,Azuay,ec,1,-.50840002,2020-04-03
Ecuador,Azuay,ec,1,-.498,2020-04-04
Ecuador,Azuay,ec,1,-.5302,2020-04-05
Ecuador,Azuay,ec,1,-.49360001,2020-04-06
Ecuador,Azuay,ec,1,-.50340003,2020-04-07
Ecuador,Azuay,ec,1,-.49880001,2020-04-08
Ecuador,Azuay,ec,1,-.4878,2020-04-09
Ecuador,Azuay,ec,1,-.5266,2020-04-10
Ecuador,Azuay,ec,1,-.57370001,2020-04-11
Ecuador,Azuay,ec,1,-.59390002,2020-04-12
Ecuador,Azuay,ec,1,-.52329999,2020-04-13
Ecuador,Azuay,ec,1,-.50809997,2020-04-14
Ecuador,Azuay,ec,1,-.49430001,2020-04-15
Ecuador,Azuay,ec,1,-.49689999,2020-04-16
Ecuador,Azuay,ec,1,-.50669998,2020-04-17
Ecuador,Azuay,ec,1,-.57770002,2020-04-18
Ecuador,Azuay,ec,1,-.6153,2020-04-19
Ecuador,Azuay,ec,1,-.491,2020-04-20
Ecuador,Azuay,ec,1,-.50269997,2020-04-21
Ecuador,Azuay,ec,1,-.48820001,2020-04-22
Ecuador,Azuay,ec,1,-.4598,2020-04-23
Ecuador,Azuay,ec,1,-.44440001,2020-04-24
Ecuador,Azuay,ec,1,-.5323,2020-04-25
Ecuador,Azuay,ec,1,-.57370001,2020-04-26
Ecuador,Azuay,ec,1,-.4298,2020-04-27
Ecuador,Azuay,ec,1,-.4043,2020-04-28
Ecuador,Azuay,ec,1,-.4086,2020-04-29
Ecuador,Azuay,ec,1,-.42500001,2020-04-30
Ecuador,Azuay,ec,1,-.40400001,2020-05-01
Ecuador,Azuay,ec,1,-.50940001,2020-05-02
Ecuador,Azuay,ec,1,-.52929997,2020-05-03
Ecuador,Azuay,ec,1,-.38870001,2020-05-04
Ecuador,Azuay,ec,1,-.39129999,2020-05-05
Ecuador,Azuay,ec,1,-.40939999,2020-05-06
Ecuador,Azuay,ec,1,-.38710001,2020-05-07
Ecuador,Azuay,ec,1,-.4174,2020-05-08
Ecuador,Azuay,ec,1,-.45550001,2020-05-09
Ecuador,Azuay,ec,1,-.4551,2020-05-10
Ecuador,Azuay,ec,1,-.42930001,2020-05-11
Ecuador,Azuay,ec,1,-.34310001,2020-05-12
Ecuador,Azuay,ec,1,-.34850001,2020-05-13
Ecuador,Azuay,ec,1,-.32589999,2020-05-14
Ecuador,Azuay,ec,1,-.31889999,2020-05-15
Ecuador,Azuay,ec,1,-.44760001,2020-05-16
Ecuador,Azuay,ec,1,-.45649999,2020-05-17
Ecuador,Azuay,ec,1,-.31740001,2020-05-18
Ecuador,Azuay,ec,1,-.32870001,2020-05-19
Ecuador,Azuay,ec,1,-.32820001,2020-05-20
Ecuador,Azuay,ec,1,-.34119999,2020-05-21
Ecuador,Azuay,ec,1,-.29589999,2020-05-22
Ecuador,Azuay,ec,1,-.41100001,2020-05-23
Ecuador,Azuay,ec,1,-.4844,2020-05-24
Ecuador,Azuay,ec,1,-.2834,2020-05-25
Ecuador,Azuay,ec,1,-.28479999,2020-05-26
Ecuador,Azuay,ec,1,-.2956,2020-05-27
Ecuador,Azuay,ec,1,-.27579999,2020-05-28
Ecuador,Azuay,ec,1,-.2897,2020-05-29
Ecuador,Azuay,ec,1,-.39320001,2020-05-30
Ecuador,Azuay,ec,1,-.48109999,2020-05-31
Ecuador,Azuay,ec,1,-.30360001,2020-06-01
Ecuador,Azuay,ec,1,-.303,2020-06-02
Ecuador,Azuay,ec,1,-.2791,2020-06-03
Ecuador,Azuay,ec,1,-.3123,2020-06-04
Ecuador,Azuay,ec,1,-.30689999,2020-06-05
Ecuador,Azuay,ec,1,-.3369,2020-06-06
Ecuador,Azuay,ec,1,-.46259999,2020-06-07
Ecuador,Azuay,ec,1,-.26269999,2020-06-08
Ecuador,Azuay,ec,1,-.28560001,2020-06-09
Ecuador,Azuay,ec,1,-.3037,2020-06-10
Ecuador,Azuay,ec,1,-.2493,2020-06-11
Ecuador,Azuay,ec,1,-.25780001,2020-06-12
Ecuador,Azuay,ec,1,-.29049999,2020-06-13
Ecuador,Azuay,ec,1,-.46720001,2020-06-14
Ecuador,Azuay,ec,1,-.28389999,2020-06-15
Ecuador,Azuay,ec,1,-.2814,2020-06-16
Ecuador,Azuay,ec,1,-.26499999,2020-06-17
Ecuador,Azuay,ec,1,-.19679999,2020-06-18
Ecuador,Azuay,ec,1,-.17910001,2020-06-19
Ecuador,Azuay,ec,1,-.25400001,2020-06-20
Ecuador,Azuay,ec,1,-.36219999,2020-06-21
Ecuador,Azuay,ec,1,-.1609,2020-06-22
Ecuador,Azuay,ec,1,-.13940001,2020-06-23
Ecuador,Azuay,ec,1,-.1392,2020-06-24
Ecuador,Azuay,ec,1,-.093000002,2020-06-25
Ecuador,Azuay,ec,1,-.052999999,2020-06-26
Ecuador,Azuay,ec,1,-.1813,2020-06-27
Ecuador,Azuay,ec,1,-.31369999,2020-06-28
Ecuador,Azuay,ec,1,-.1407,2020-06-29
Ecuador,Azuay,ec,1,-.14929999,2020-06-30
Ecuador,Azuay,ec,1,-.1558,2020-07-01
Ecuador,Azuay,ec,1,-.171,2020-07-02
Ecuador,Azuay,ec,1,-.17389999,2020-07-03
Ecuador,Azuay,ec,1,-.2141,2020-07-04
Ecuador,Azuay,ec,1,-.3626,2020-07-05
Ecuador,Azuay,ec,1,-.1692,2020-07-06
Ecuador,Azuay,ec,1,-.163,2020-07-07
Ecuador,Azuay,ec,1,-.1787,2020-07-08
Ecuador,Azuay,ec,1,-.18260001,2020-07-09
Ecuador,Azuay,ec,1,-.1635,2020-07-10
Ecuador,Azuay,ec,1,-.44119999,2020-07-11
Ecuador,Azuay,ec,1,-.35080001,2020-07-12
Ecuador,Azuay,ec,1,-.2147,2020-07-13
Ecuador,Azuay,ec,1,-.1963,2020-07-14
Ecuador,Azuay,ec,1,-.2069,2020-07-15
Ecuador,Azuay,ec,1,-.3008,2020-07-16
Ecuador,Azuay,ec,1,-.35679999,2020-07-17
Ecuador,Azuay,ec,1,-.4332,2020-07-18
Ecuador,Azuay,ec,1,-.50819999,2020-07-19
Ecuador,Azuay,ec,1,-.36300001,2020-07-20
Ecuador,Azuay,ec,1,-.3231,2020-07-21
Ecuador,Azuay,ec,1,-.35249999,2020-07-22
Ecuador,Azuay,ec,1,-.2251,2020-07-23
Ecuador,Azuay,ec,1,-.2129,2020-07-24
Ecuador,Azuay,ec,1,-.25220001,2020-07-25
Ecuador,Azuay,ec,1,-.38789999,2020-07-26
Ecuador,Azuay,ec,1,-.24429999,2020-07-27
Ecuador,Azuay,ec,1,-.2193,2020-07-28
Ecuador,Azuay,ec,1,-.16940001,2020-07-29
Ecuador,Azuay,ec,1,-.1575,2020-07-30
Ecuador,Azuay,ec,1,-.15000001,2020-07-31
Ecuador,Azuay,ec,1,-.26370001,2020-08-01
Ecuador,Azuay,ec,1,-.39570001,2020-08-02
Ecuador,Azuay,ec,1,-.1735,2020-08-03
Ecuador,Azuay,ec,1,-.1388,2020-08-04
Ecuador,Azuay,ec,1,-.1477,2020-08-05
Ecuador,Azuay,ec,1,-.1716,2020-08-06
Ecuador,Azuay,ec,1,-.084700003,2020-08-07
Ecuador,Azuay,ec,1,-.23469999,2020-08-08
Ecuador,Azuay,ec,1,-.36719999,2020-08-09
Ecuador,Azuay,ec,1,-.30970001,2020-08-10
Ecuador,Azuay,ec,1,-.12809999,2020-08-11
Ecuador,Azuay,ec,1,-.1056,2020-08-12
Ecuador,Azuay,ec,1,-.1927,2020-08-13
Ecuador,Azuay,ec,1,-.1663,2020-08-14
Ecuador,Azuay,ec,1,-.28259999,2020-08-15
Ecuador,Azuay,ec,1,-.39610001,2020-08-16
Ecuador,Azuay,ec,1,-.18709999,2020-08-17
Ecuador,Azuay,ec,1,-.1304,2020-08-18
Ecuador,Azuay,ec,1,-.1565,2020-08-19
Ecuador,Azuay,ec,1,-.13349999,2020-08-20
Ecuador,Azuay,ec,1,-.1742,2020-08-21
Ecuador,Azuay,ec,1,-.28119999,2020-08-22
Ecuador,Azuay,ec,1,-.3594,2020-08-23
Ecuador,Azuay,ec,1,-.20029999,2020-08-24
Ecuador,Azuay,ec,1,-.18979999,2020-08-25
Ecuador,Azuay,ec,1,-.1944,2020-08-26
Ecuador,Azuay,ec,1,-.21359999,2020-08-27
Ecuador,Azuay,ec,1,-.1593,2020-08-28
Ecuador,Azuay,ec,1,-.30419999,2020-08-29
Ecuador,Azuay,ec,1,-.37799999,2020-08-30
Ecuador,Azuay,ec,1,-.1873,2020-08-31
Ecuador,Azuay,ec,1,-.18179999,2020-09-01
Ecuador,Azuay,ec,1,-.2395,2020-09-02
Ecuador,Azuay,ec,1,-.23370001,2020-09-03
Ecuador,Azuay,ec,1,-.1771,2020-09-04
Ecuador,Azuay,ec,1,-.26589999,2020-09-05
Ecuador,Azuay,ec,1,-.36399999,2020-09-06
Ecuador,Azuay,ec,1,-.22239999,2020-09-07
Ecuador,Azuay,ec,1,-.18440001,2020-09-08
Ecuador,Azuay,ec,1,-.1426,2020-09-09
Ecuador,Azuay,ec,1,-.1031,2020-09-10
Ecuador,Azuay,ec,1,-.0059000002,2020-09-11
Ecuador,Azuay,ec,1,-.095899999,2020-09-12
Ecuador,Azuay,ec,1,-.2263,2020-09-13
Ecuador,Azuay,ec,1,-.154,2020-09-14
Ecuador,Azuay,ec,1,-.1347,2020-09-15
Ecuador,Azuay,ec,1,-.2157,2020-09-16
Ecuador,Azuay,ec,1,-.2035,2020-09-17
Ecuador,Azuay,ec,1,-.1832,2020-09-18
Ecuador,Azuay,ec,1,-.2536,2020-09-19
Ecuador,Azuay,ec,1,-.33109999,2020-09-20
Ecuador,Azuay,ec,1,-.23,2020-09-21
Ecuador,Azuay,ec,1,-.2167,2020-09-22
Ecuador,Azuay,ec,1,-.2106,2020-09-23
Ecuador,Azuay,ec,1,-.221,2020-09-24
Ecuador,Azuay,ec,1,-.22660001,2020-09-25
Ecuador,Azuay,ec,1,-.28929999,2020-09-26
Ecuador,Azuay,ec,1,-.37740001,2020-09-27
Ecuador,Azuay,ec,1,-.29660001,2020-09-28
Ecuador,Azuay,ec,1,-.24519999,2020-09-29
Ecuador,Azuay,ec,1,-.1609,2020-09-30
Ecuador,Azuay,ec,1,-.25099999,2020-10-01
Ecuador,Azuay,ec,1,-.2568,2020-10-02
Ecuador,Azuay,ec,1,-.29929999,2020-10-03
Ecuador,Azuay,ec,1,-.40810001,2020-10-04
Ecuador,Azuay,ec,1,-.28909999,2020-10-05
Ecuador,Azuay,ec,1,-.2481,2020-10-06
Ecuador,Azuay,ec,1,-.27509999,2020-10-07
Ecuador,Azuay,ec,1,-.19679999,2020-10-08
Ecuador,Azuay,ec,1,-.27739999,2020-10-09
Ecuador,Azuay,ec,1,-.32539999,2020-10-10
Ecuador,Azuay,ec,1,-.38209999,2020-10-11
Ecuador,Azuay,ec,1,-.3089,2020-10-12
Ecuador,Azuay,ec,1,-.2895,2020-10-13
Ecuador,Azuay,ec,1,-.27869999,2020-10-14
Ecuador,Azuay,ec,1,-.2647,2020-10-15
Ecuador,Azuay,ec,1,-.2464,2020-10-16
Ecuador,Azuay,ec,1,-.29100001,2020-10-17
Ecuador,Azuay,ec,1,-.3973,2020-10-18
Ecuador,Azuay,ec,1,-.32139999,2020-10-19
Ecuador,Azuay,ec,1,-.30360001,2020-10-20
Ecuador,Azuay,ec,1,-.27790001,2020-10-21
Ecuador,Azuay,ec,1,-.27630001,2020-10-22
Ecuador,Azuay,ec,1,-.23720001,2020-10-23
Ecuador,Azuay,ec,1,-.3071,2020-10-24
Ecuador,Azuay,ec,1,-.39089999,2020-10-25
Ecuador,Azuay,ec,1,-.31850001,2020-10-26
Ecuador,Azuay,ec,1,-.26879999,2020-10-27
