name_0,name_1,id_0,id_1,mobilitychange,date
Ecuador,Azuay,ec,1,-.29640001,2020-10-28
Ecuador,Azuay,ec,1,-.2703,2020-10-29
Ecuador,Azuay,ec,1,-.2595,2020-10-30
Ecuador,Azuay,ec,1,-.32190001,2020-10-31
Ecuador,Azuay,ec,1,-.4032,2020-11-01
Ecuador,Bolivar,ec,2,-.083099999,2020-03-01
Ecuador,Bolivar,ec,2,0,2020-03-02
Ecuador,Bolivar,ec,2,.034499999,2020-03-03
Ecuador,Bolivar,ec,2,.090000004,2020-03-04
Ecuador,Bolivar,ec,2,.089100003,2020-03-05
Ecuador,Bolivar,ec,2,-.074699998,2020-03-06
Ecuador,Bolivar,ec,2,-.1065,2020-03-07
Ecuador,Bolivar,ec,2,-.056499999,2020-03-08
Ecuador,Bolivar,ec,2,-.1008,2020-03-09
Ecuador,Bolivar,ec,2,-.098099999,2020-03-10
Ecuador,Bolivar,ec,2,.1207,2020-03-11
Ecuador,Bolivar,ec,2,.016899999,2020-03-12
Ecuador,Bolivar,ec,2,-.087499999,2020-03-13
Ecuador,Bolivar,ec,2,-.037799999,2020-03-14
Ecuador,Bolivar,ec,2,-.20029999,2020-03-15
Ecuador,Bolivar,ec,2,-.1869,2020-03-16
Ecuador,Bolivar,ec,2,-.2316,2020-03-17
Ecuador,Bolivar,ec,2,-.26949999,2020-03-18
Ecuador,Bolivar,ec,2,-.26930001,2020-03-19
Ecuador,Bolivar,ec,2,-.2638,2020-03-20
Ecuador,Bolivar,ec,2,-.3908,2020-03-21
Ecuador,Bolivar,ec,2,-.29049999,2020-03-22
Ecuador,Bolivar,ec,2,-.34439999,2020-03-23
Ecuador,Bolivar,ec,2,-.38060001,2020-03-24
Ecuador,Bolivar,ec,2,-.38029999,2020-03-25
Ecuador,Bolivar,ec,2,-.37540001,2020-03-26
Ecuador,Bolivar,ec,2,-.34549999,2020-03-27
Ecuador,Bolivar,ec,2,-.37689999,2020-03-28
Ecuador,Bolivar,ec,2,-.37220001,2020-03-29
Ecuador,Bolivar,ec,2,-.32139999,2020-03-30
Ecuador,Bolivar,ec,2,-.33669999,2020-03-31
Ecuador,Bolivar,ec,2,-.3572,2020-04-01
Ecuador,Bolivar,ec,2,-.26339999,2020-04-02
Ecuador,Bolivar,ec,2,-.2374,2020-04-03
Ecuador,Bolivar,ec,2,-.26190001,2020-04-04
Ecuador,Bolivar,ec,2,-.1481,2020-04-05
Ecuador,Bolivar,ec,2,-.28529999,2020-04-06
Ecuador,Bolivar,ec,2,-.087300003,2020-04-07
Ecuador,Bolivar,ec,2,-.1406,2020-04-08
Ecuador,Bolivar,ec,2,-.1717,2020-04-09
Ecuador,Bolivar,ec,2,-.23810001,2020-04-10
Ecuador,Bolivar,ec,2,-.30970001,2020-04-11
Ecuador,Bolivar,ec,2,-.3617,2020-04-12
Ecuador,Bolivar,ec,2,-.0858,2020-04-13
Ecuador,Bolivar,ec,2,-.2212,2020-04-14
Ecuador,Bolivar,ec,2,-.1231,2020-04-15
Ecuador,Bolivar,ec,2,-.1047,2020-04-16
Ecuador,Bolivar,ec,2,-.2753,2020-04-17
Ecuador,Bolivar,ec,2,-.2464,2020-04-18
Ecuador,Bolivar,ec,2,-.2703,2020-04-19
Ecuador,Bolivar,ec,2,-.1165,2020-04-20
Ecuador,Bolivar,ec,2,-.2167,2020-04-21
Ecuador,Bolivar,ec,2,-.1662,2020-04-22
Ecuador,Bolivar,ec,2,-.23810001,2020-04-23
Ecuador,Bolivar,ec,2,-.1224,2020-04-24
Ecuador,Bolivar,ec,2,-.18610001,2020-04-25
Ecuador,Bolivar,ec,2,-.2217,2020-04-26
Ecuador,Bolivar,ec,2,-.098800004,2020-04-27
Ecuador,Bolivar,ec,2,-.026900001,2020-04-28
Ecuador,Bolivar,ec,2,-.1029,2020-04-29
Ecuador,Bolivar,ec,2,.051100001,2020-04-30
Ecuador,Bolivar,ec,2,-.096699998,2020-05-01
Ecuador,Bolivar,ec,2,-.1179,2020-05-02
Ecuador,Bolivar,ec,2,-.1184,2020-05-03
Ecuador,Bolivar,ec,2,-.015699999,2020-05-04
Ecuador,Bolivar,ec,2,.0317,2020-05-05
Ecuador,Bolivar,ec,2,-.1194,2020-05-06
Ecuador,Bolivar,ec,2,-.1064,2020-05-07
Ecuador,Bolivar,ec,2,.020199999,2020-05-08
Ecuador,Bolivar,ec,2,-.1392,2020-05-09
Ecuador,Bolivar,ec,2,-.19840001,2020-05-10
Ecuador,Bolivar,ec,2,-.2273,2020-05-11
Ecuador,Bolivar,ec,2,-.096500002,2020-05-12
Ecuador,Bolivar,ec,2,-.1165,2020-05-13
Ecuador,Bolivar,ec,2,-.029100001,2020-05-14
Ecuador,Bolivar,ec,2,-.16150001,2020-05-15
Ecuador,Bolivar,ec,2,-.1539,2020-05-16
Ecuador,Bolivar,ec,2,-.14489999,2020-05-17
Ecuador,Bolivar,ec,2,.0217,2020-05-18
Ecuador,Bolivar,ec,2,-.0579,2020-05-19
Ecuador,Bolivar,ec,2,-.099399999,2020-05-20
Ecuador,Bolivar,ec,2,-.055399999,2020-05-21
Ecuador,Bolivar,ec,2,-.0232,2020-05-22
Ecuador,Bolivar,ec,2,-.096000001,2020-05-23
Ecuador,Bolivar,ec,2,-.156,2020-05-24
Ecuador,Bolivar,ec,2,-.050000001,2020-05-25
Ecuador,Bolivar,ec,2,.078199998,2020-05-26
Ecuador,Bolivar,ec,2,-.037700001,2020-05-27
Ecuador,Bolivar,ec,2,.0031000001,2020-05-28
Ecuador,Bolivar,ec,2,-.035399999,2020-05-29
Ecuador,Bolivar,ec,2,-.2333,2020-05-30
Ecuador,Bolivar,ec,2,-.1891,2020-05-31
Ecuador,Bolivar,ec,2,.0264,2020-06-01
Ecuador,Bolivar,ec,2,-.080899999,2020-06-02
Ecuador,Bolivar,ec,2,-.1144,2020-06-03
Ecuador,Bolivar,ec,2,.0535,2020-06-04
Ecuador,Bolivar,ec,2,.00050000002,2020-06-05
Ecuador,Bolivar,ec,2,-.057599999,2020-06-06
Ecuador,Bolivar,ec,2,-.23019999,2020-06-07
Ecuador,Bolivar,ec,2,.0078999996,2020-06-08
Ecuador,Bolivar,ec,2,-.0156,2020-06-09
Ecuador,Bolivar,ec,2,.068099998,2020-06-10
Ecuador,Bolivar,ec,2,.1123,2020-06-11
Ecuador,Bolivar,ec,2,.0537,2020-06-12
Ecuador,Bolivar,ec,2,.0363,2020-06-13
Ecuador,Bolivar,ec,2,.0026,2020-06-14
Ecuador,Bolivar,ec,2,.078299999,2020-06-15
Ecuador,Bolivar,ec,2,.0017,2020-06-16
Ecuador,Bolivar,ec,2,-.0175,2020-06-17
Ecuador,Bolivar,ec,2,.094300002,2020-06-18
Ecuador,Bolivar,ec,2,.067000002,2020-06-19
Ecuador,Bolivar,ec,2,.1026,2020-06-20
Ecuador,Bolivar,ec,2,.079000004,2020-06-21
Ecuador,Bolivar,ec,2,.2036,2020-06-22
Ecuador,Bolivar,ec,2,.479,2020-06-23
Ecuador,Bolivar,ec,2,.3231,2020-06-24
Ecuador,Bolivar,ec,2,.336,2020-06-25
Ecuador,Bolivar,ec,2,.4188,2020-06-26
Ecuador,Bolivar,ec,2,.2626,2020-06-27
Ecuador,Bolivar,ec,2,.3536,2020-06-28
Ecuador,Bolivar,ec,2,.4003,2020-06-29
Ecuador,Bolivar,ec,2,.333,2020-06-30
Ecuador,Bolivar,ec,2,.37909999,2020-07-01
Ecuador,Bolivar,ec,2,.2102,2020-07-02
Ecuador,Bolivar,ec,2,.26800001,2020-07-03
Ecuador,Bolivar,ec,2,.2207,2020-07-04
Ecuador,Bolivar,ec,2,.19939999,2020-07-05
Ecuador,Bolivar,ec,2,.223,2020-07-06
Ecuador,Bolivar,ec,2,.31439999,2020-07-07
Ecuador,Bolivar,ec,2,.25960001,2020-07-08
Ecuador,Bolivar,ec,2,.27790001,2020-07-09
Ecuador,Bolivar,ec,2,.3802,2020-07-10
Ecuador,Bolivar,ec,2,.00089999998,2020-07-11
Ecuador,Bolivar,ec,2,.2014,2020-07-12
Ecuador,Bolivar,ec,2,.3188,2020-07-13
Ecuador,Bolivar,ec,2,.33109999,2020-07-14
Ecuador,Bolivar,ec,2,.1072,2020-07-15
Ecuador,Bolivar,ec,2,.27289999,2020-07-16
Ecuador,Bolivar,ec,2,.076300003,2020-07-17
Ecuador,Bolivar,ec,2,.037300002,2020-07-18
Ecuador,Bolivar,ec,2,-.093099996,2020-07-19
Ecuador,Bolivar,ec,2,.0117,2020-07-20
Ecuador,Bolivar,ec,2,.1929,2020-07-21
Ecuador,Bolivar,ec,2,.15970001,2020-07-22
Ecuador,Bolivar,ec,2,.33489999,2020-07-23
Ecuador,Bolivar,ec,2,.2325,2020-07-24
Ecuador,Bolivar,ec,2,.4235,2020-07-25
Ecuador,Bolivar,ec,2,.0493,2020-07-26
Ecuador,Bolivar,ec,2,.20999999,2020-07-27
Ecuador,Bolivar,ec,2,.46689999,2020-07-28
Ecuador,Bolivar,ec,2,.3075,2020-07-29
Ecuador,Bolivar,ec,2,.26859999,2020-07-30
Ecuador,Bolivar,ec,2,.30250001,2020-07-31
Ecuador,Bolivar,ec,2,.25850001,2020-08-01
Ecuador,Bolivar,ec,2,.1604,2020-08-02
Ecuador,Bolivar,ec,2,.2419,2020-08-03
Ecuador,Bolivar,ec,2,.29460001,2020-08-04
Ecuador,Bolivar,ec,2,.3382,2020-08-05
Ecuador,Bolivar,ec,2,.49720001,2020-08-06
Ecuador,Bolivar,ec,2,.3793,2020-08-07
Ecuador,Bolivar,ec,2,.39390001,2020-08-08
Ecuador,Bolivar,ec,2,.26480001,2020-08-09
Ecuador,Bolivar,ec,2,.34900001,2020-08-10
Ecuador,Bolivar,ec,2,.44420001,2020-08-11
Ecuador,Bolivar,ec,2,.3504,2020-08-12
Ecuador,Bolivar,ec,2,.53430003,2020-08-13
Ecuador,Bolivar,ec,2,.39989999,2020-08-14
Ecuador,Bolivar,ec,2,.49039999,2020-08-15
Ecuador,Bolivar,ec,2,.30340001,2020-08-16
Ecuador,Bolivar,ec,2,.148,2020-08-17
Ecuador,Bolivar,ec,2,.1936,2020-08-18
Ecuador,Bolivar,ec,2,.2712,2020-08-19
Ecuador,Bolivar,ec,2,.4551,2020-08-20
Ecuador,Bolivar,ec,2,.3646,2020-08-21
Ecuador,Bolivar,ec,2,.2588,2020-08-22
Ecuador,Bolivar,ec,2,.40059999,2020-08-23
Ecuador,Bolivar,ec,2,.38499999,2020-08-24
Ecuador,Bolivar,ec,2,.4542,2020-08-25
Ecuador,Bolivar,ec,2,.28299999,2020-08-26
Ecuador,Bolivar,ec,2,.57730001,2020-08-27
Ecuador,Bolivar,ec,2,.43939999,2020-08-28
Ecuador,Bolivar,ec,2,.28729999,2020-08-29
Ecuador,Bolivar,ec,2,.36680001,2020-08-30
Ecuador,Bolivar,ec,2,.4402,2020-08-31
Ecuador,Bolivar,ec,2,.3396,2020-09-01
Ecuador,Bolivar,ec,2,.38960001,2020-09-02
Ecuador,Bolivar,ec,2,.4251,2020-09-03
Ecuador,Bolivar,ec,2,.57260001,2020-09-04
Ecuador,Bolivar,ec,2,.48190001,2020-09-05
Ecuador,Bolivar,ec,2,.2343,2020-09-06
Ecuador,Bolivar,ec,2,.57660002,2020-09-07
Ecuador,Bolivar,ec,2,.44870001,2020-09-08
Ecuador,Bolivar,ec,2,.4242,2020-09-09
Ecuador,Bolivar,ec,2,.72719997,2020-09-10
Ecuador,Bolivar,ec,2,.64770001,2020-09-11
Ecuador,Bolivar,ec,2,.70499998,2020-09-12
Ecuador,Bolivar,ec,2,.50220001,2020-09-13
Ecuador,Bolivar,ec,2,.53289998,2020-09-14
Ecuador,Bolivar,ec,2,.56900001,2020-09-15
Ecuador,Bolivar,ec,2,.3937,2020-09-16
Ecuador,Bolivar,ec,2,.39629999,2020-09-17
Ecuador,Bolivar,ec,2,.44069999,2020-09-18
Ecuador,Bolivar,ec,2,.40450001,2020-09-19
Ecuador,Bolivar,ec,2,.249,2020-09-20
Ecuador,Bolivar,ec,2,.41890001,2020-09-21
Ecuador,Bolivar,ec,2,.28,2020-09-22
Ecuador,Bolivar,ec,2,.35030001,2020-09-23
Ecuador,Bolivar,ec,2,.36899999,2020-09-24
Ecuador,Bolivar,ec,2,.3265,2020-09-25
Ecuador,Bolivar,ec,2,.2881,2020-09-26
Ecuador,Bolivar,ec,2,.1418,2020-09-27
Ecuador,Bolivar,ec,2,.4623,2020-09-28
Ecuador,Bolivar,ec,2,.32179999,2020-09-29
Ecuador,Bolivar,ec,2,.60250002,2020-09-30
Ecuador,Bolivar,ec,2,.31560001,2020-10-01
Ecuador,Bolivar,ec,2,.42269999,2020-10-02
Ecuador,Bolivar,ec,2,.32319999,2020-10-03
Ecuador,Bolivar,ec,2,.098800004,2020-10-04
Ecuador,Bolivar,ec,2,.2933,2020-10-05
Ecuador,Bolivar,ec,2,.33579999,2020-10-06
Ecuador,Bolivar,ec,2,.2915,2020-10-07
Ecuador,Bolivar,ec,2,.46250001,2020-10-08
Ecuador,Bolivar,ec,2,.32030001,2020-10-09
Ecuador,Bolivar,ec,2,.38069999,2020-10-10
Ecuador,Bolivar,ec,2,.2766,2020-10-11
Ecuador,Bolivar,ec,2,.4932,2020-10-12
Ecuador,Bolivar,ec,2,.322,2020-10-13
Ecuador,Bolivar,ec,2,.30050001,2020-10-14
Ecuador,Bolivar,ec,2,.28929999,2020-10-15
Ecuador,Bolivar,ec,2,.3655,2020-10-16
Ecuador,Bolivar,ec,2,.061099999,2020-10-17
Ecuador,Bolivar,ec,2,.1754,2020-10-18
Ecuador,Bolivar,ec,2,.2132,2020-10-19
Ecuador,Bolivar,ec,2,.16500001,2020-10-20
Ecuador,Bolivar,ec,2,.1886,2020-10-21
Ecuador,Bolivar,ec,2,.2054,2020-10-22
Ecuador,Bolivar,ec,2,.3987,2020-10-23
Ecuador,Bolivar,ec,2,.1364,2020-10-24
Ecuador,Bolivar,ec,2,.0080000004,2020-10-25
Ecuador,Bolivar,ec,2,.124,2020-10-26
